// Site
Donnez votre avis;Write a review
Emprunté;Borrowed
Lecteurs Amazon;Amazon readers
Lecteurs de la bibliothèque;Library subscribers
Proposer un tag;Suggest a tag
Source;Source
Voir les avis;Show reviews
aucune évaluation;no reviews
aussi;also
fois;times
évaluation;review
évaluations;reviews



//AjaxMessage
Attention...;Attention...
Cause;Cause
Message...;Message...
Reméde;Solution


//Xml
Impossible d'accéder à l'url;Impossible to access the url


//Post-It
en savoir plus;read more

//CONSOLE
//Admin
Impossible d'ouvrir patch;Impossible to open the patch
Impossible de parcourir le fichier RSS;Impossible to open the RSS
L'utilisateur ou le mot de passe sont incorrects.;Username or password are incorrect.
Le patch a déjà été installer;Patch has already been installed



//Error
Regardez le registre d'erreurs;Regard the error log


//RSS
Pas de nouvelle;Nothing to report
VOIR TOUS LES RESULTATS;VIEW ALL RESULTS

//ABBREVIATIONS

//jours;days
jrs.;days

//Prolong;Renew
Prol.;Renew

//Supprime/Delete
Suppr.;Del.

//numéro/number
n°;n°
